variant,model,fold,n_train,n_test,n_pos_test,precision,recall,f1,roc_auc,pr_auc,mcc,ce_at_20
szz,xgboost,9,21520,2391,30,0.625,0.16666666666666666,0.2631578947368421,0.9603840180714387,0.3234787933531709,0.31880612556010696,0.9666666666666667
szz,xgboost,10,21520,2391,30,0.375,0.1,0.15789473684210525,0.9497529295496259,0.1969742469373222,0.1886711795568264,1.0
szz,lightgbm,1,21519,2392,30,0.375,0.4,0.3870967741935484,0.9383855489697998,0.3400734817803596,0.37926041082630557,0.9
szz,lightgbm,2,21520,2391,29,0.19047619047619047,0.13793103448275862,0.16,0.9054570936377704,0.13143866634377574,0.15337084990467453,0.8620689655172413
szz,lightgbm,3,21520,2391,29,0.4,0.41379310344827586,0.4067796610169492,0.9601594207130135,0.27856134802205307,0.39943009147987557,0.9310344827586207
szz,lightgbm,4,21520,2391,29,0.3157894736842105,0.20689655172413793,0.25,0.9466991736985022,0.18552108129982323,0.2482839330530424,1.0
szz,lightgbm,5,21520,2391,30,0.5555555555555556,0.3333333333333333,0.4166666666666667,0.9133982775660031,0.30210179339042853,0.4248787100072619,0.8333333333333334
szz,lightgbm,6,21520,2391,30,0.375,0.4,0.3870967741935484,0.9450656501482422,0.3064041332690586,0.3792570049405076,0.9666666666666667
szz,lightgbm,7,21520,2391,30,0.46153846153846156,0.4,0.42857142857142855,0.909995764506565,0.35096790224910557,0.422941293347133,0.8333333333333334
szz,lightgbm,8,21520,2391,30,0.34782608695652173,0.26666666666666666,0.3018867924528302,0.9391924325850628,0.2806385535640367,0.2968591384552568,0.9
szz,lightgbm,9,21520,2391,30,0.25925925925925924,0.23333333333333334,0.24561403508771928,0.9441761965268953,0.2584799178944499,0.23687528016602247,0.9333333333333333
szz,lightgbm,10,21520,2391,30,0.24242424242424243,0.26666666666666666,0.25396825396825395,0.9529295496258647,0.20552788341213651,0.24431599828216607,1.0
szz,svm,1,21519,2392,30,1.0,0.06666666666666667,0.125,0.9220293536550945,0.29385219793932904,0.25668197168590445,0.8666666666666667
